#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
69	Seiya Suzuki	CHC	146	630	557	143	27	4	27	87	86	65	158	4	8	4	.258	.337	.465	.801	.344	123	-1.4	0.6	15.9	-6.9	3.1	97.9
70	Oneil Cruz	PIT	125	539	476	115	23	3	23	72	71	55	158	4	29	6	.242	.323	.450	.773	.333	112	3.0	-0.3	10.6	1.4	3.1	89.2
71	Gleyber Torres	DET	154	665	582	153	28	1	19	81	74	73	113	4	6	2	.263	.347	.410	.757	.332	113	-1.9	-3.8	8.2	-1.4	3.0	251.6
72	Hunter Goodman	COL	144	583	538	139	31	3	28	74	86	35	150	6	2	2	.258	.309	.484	.793	.338	103	-1.2	4.9	1.1	9.1	3.0	67.0
73	Brendan Donovan	SEA	130	560	495	128	25	1	13	67	62	49	85	10	5	3	.259	.336	.394	.729	.321	112	-1.5	2.4	6.4	3.7	3.0	310.5
74	Andy Pages	LAD	139	602	543	138	29	1	25	74	83	43	135	10	8	7	.254	.318	.449	.767	.331	113	-1.6	0.3	7.3	2.1	3.0	142.0
75	Francisco Alvarez	NYM	112	446	394	95	18	1	20	56	60	43	113	6	1	0	.242	.324	.447	.770	.333	117	-0.9	0.1	7.9	6.6	3.0	177.9
76	Jarren Duran	BOS	139	602	538	143	35	8	17	93	74	50	138	7	24	5	.265	.333	.451	.784	.338	113	3.8	4.3	13.0	-4.8	3.0	69.7
77	Mike Trout	LAA	134	581	494	121	20	2	29	79	79	76	170	7	5	1	.244	.350	.468	.818	.353	127	-1.0	1.2	17.3	-8.8	2.9	171.5
78	Jung Hoo Lee	SFG	141	609	542	147	34	5	12	83	66	54	79	6	10	4	.272	.342	.419	.762	.332	115	0.5	1.5	11.5	-3.5	2.9	326.5
79	Brice Turang	MIL	151	651	580	148	26	2	15	77	67	61	131	2	29	7	.256	.327	.384	.711	.312	100	2.7	1.1	2.9	3.6	2.9	54.0
80	Brent Rooker	ATH	154	665	589	155	31	2	34	90	101	63	166	8	7	2	.263	.340	.493	.833	.356	127	-0.8	0.3	20.3	-15.3	2.9	53.6
81	James Wood	WSN	149	644	563	144	31	3	26	86	84	73	182	4	17	5	.257	.343	.458	.802	.346	123	0.5	1.2	17.8	-11.5	2.8	31.0
82	Daulton Varsho	TOR	138	595	539	125	26	3	23	74	77	48	150	4	11	3	.232	.297	.423	.720	.311	99	0.5	5.1	0.0	7.2	2.8	211.2
83	Royce Lewis	MIN	131	567	516	131	27	1	21	65	73	43	120	3	14	3	.255	.314	.433	.746	.322	106	0.5	2.1	4.4	3.8	2.8	170.0
84	Luis Robert Jr.	NYM	131	567	512	124	24	1	22	67	75	45	152	6	34	8	.242	.309	.423	.732	.317	106	1.7	1.1	5.8	2.9	2.8	106.4
85	CJ Abrams	WSN	146	630	569	147	31	4	18	81	71	41	119	13	32	7	.258	.320	.422	.742	.322	106	3.2	-7.6	7.9	-1.3	2.8	56.2
86	Joey Ortiz	MIL	146	630	570	141	31	4	13	75	64	47	111	5	15	5	.248	.310	.381	.690	.302	93	0.7	4.1	-4.3	10.9	2.8	735.5
87	Taylor Ward	BAL	152	658	582	142	28	1	28	84	90	65	160	6	6	2	.244	.325	.439	.764	.331	114	-1.6	2.8	9.1	-4.2	2.8	160.8
88	Wilyer Abreu	BOS	120	518	457	114	26	1	20	64	68	55	126	2	10	3	.250	.332	.440	.772	.334	111	-0.1	8.7	6.4	3.1	2.8	220.0
89	Dillon Dingler	DET	110	435	394	96	19	2	14	50	50	29	108	8	1	1	.243	.305	.403	.708	.308	96	-0.6	6.2	-2.4	14.7	2.8	240.6
90	Marcus Semien	NYM	149	644	575	135	25	2	18	74	71	59	108	4	12	3	.235	.309	.377	.686	.301	95	0.5	6.7	-3.0	8.6	2.8	258.6
91	Colson Montgomery	CHW	139	602	531	121	23	3	21	73	69	54	174	11	3	2	.229	.311	.402	.713	.312	99	-1.4	1.9	-2.2	8.4	2.8	229.2
92	Cody Bellinger	NYY	143	616	555	139	26	2	20	78	76	53	98	3	12	3	.251	.317	.417	.734	.319	105	0.4	6.5	4.2	1.3	2.7	78.0
93	Ezequiel Tovar	COL	151	651	605	157	35	3	21	78	82	34	158	5	9	4	.260	.303	.435	.738	.318	89	-0.1	6.2	-8.2	13.2	2.7	209.4
94	Luke Keaschall	MIN	130	560	486	123	26	1	13	66	60	55	105	13	25	6	.254	.343	.391	.734	.324	107	1.6	-0.6	6.4	0.8	2.7	136.0
95	Iván Herrera	STL	139	593	516	136	25	1	18	73	68	62	117	10	10	3	.264	.352	.424	.775	.339	120	0.1	3.0	14.3	-7.5	2.7	158.9
96	Kyle Stowers	MIA	141	609	541	135	27	3	28	80	84	56	170	8	4	3	.249	.326	.464	.790	.339	117	-0.8	1.3	11.1	-5.1	2.7	130.3
97	Bryson Stott	PHI	144	623	557	142	27	2	14	73	65	56	104	3	26	6	.255	.325	.387	.712	.312	98	2.3	2.3	0.9	4.6	2.7	185.1
98	Tyler Soderstrom	ATH	136	588	529	136	29	2	25	75	83	48	139	6	4	3	.257	.324	.460	.784	.337	114	-1.7	4.7	7.8	-1.9	2.7	90.1
99	Trent Grisham	NYY	130	560	480	110	20	1	24	72	73	70	135	6	6	2	.230	.332	.425	.757	.331	113	-0.8	-3.6	8.0	-1.6	2.6	264.5
100	Otto Lopez	MIA	141	609	554	146	28	3	12	70	62	42	96	5	18	6	.263	.319	.387	.706	.309	96	0.9	1.0	-2.2	7.5	2.6	233.5
101	Colton Cowser	BAL	118	511	448	107	22	1	20	64	67	52	154	7	13	4	.240	.326	.429	.755	.328	112	0.6	-1.8	8.0	0.0	2.6	267.6
102	Ian Happ	CHC	152	658	569	138	30	1	22	82	80	79	155	5	9	3	.242	.337	.415	.752	.329	113	-0.8	1.4	9.2	-5.8	2.6	189.2
103	JJ Wetherholt	STL	123	532	464	116	23	1	14	61	55	53	98	9	12	3	.250	.337	.392	.728	.321	108	0.5	0.0	5.3	2.1	2.6	999.0
104	Munetaka Murakami	CHW	136	588	488	108	18	1	30	75	77	89	200	6	12	4	.221	.346	.446	.792	.344	122	-0.1	0.0	14.8	-10.2	2.5	999.0
105	Bo Naylor	CLE	117	461	405	90	20	1	15	53	52	50	112	3	6	2	.224	.311	.391	.701	.308	98	-0.6	1.8	-1.8	10.8	2.5	605.5
106	Salvador Perez	KCR	152	626	577	146	26	0	29	70	87	33	127	11	1	0	.253	.303	.449	.752	.323	104	-3.8	3.4	-0.7	3.9	2.5	97.6
107	Brandon Nimmo	TEX	146	630	556	139	26	2	20	78	74	59	136	10	10	3	.251	.331	.414	.745	.325	110	-0.6	3.8	6.9	-4.1	2.5	153.1
108	Jake Cronenworth	SDP	146	630	545	126	26	3	14	75	62	66	124	12	5	2	.232	.326	.366	.692	.308	100	-0.8	2.7	-0.8	4.2	2.5	999.0
109	Ryan Jeffers	MIN	130	523	459	114	25	1	16	63	63	50	110	9	3	1	.247	.331	.410	.741	.324	107	-1.4	-1.4	3.0	3.2	2.5	325.8
110	Randy Arozarena	SEA	157	679	587	140	29	1	23	85	83	68	177	18	25	9	.238	.333	.408	.741	.325	115	-0.6	-3.4	11.5	-10.9	2.5	92.2
111	Jo Adell	LAA	141	609	552	138	25	3	33	79	91	44	163	9	11	3	.250	.314	.485	.799	.341	118	-0.2	-6.1	12.7	-9.7	2.5	122.7
112	Samuel Basallo	BAL	105	438	396	102	20	2	19	57	62	36	106	3	2	1	.258	.321	.463	.785	.337	118	-0.9	3.1	8.3	0.2	2.4	176.0
113	Jose Altuve	HOU	144	623	559	144	27	0	17	72	71	53	108	6	14	4	.258	.326	.399	.725	.317	104	-0.5	0.5	2.3	-0.2	2.4	121.8
114	J.P. Crawford	SEA	147	637	551	132	26	1	11	72	61	73	122	6	6	2	.240	.333	.349	.682	.305	101	-0.7	-5.6	0.3	1.3	2.4	735.5
115	Kazuma Okamoto	TOR	130	560	492	115	24	1	25	67	75	58	139	6	3	1	.233	.319	.437	.755	.327	110	-0.9	0.0	6.0	-1.8	2.4	999.0
116	Anthony Volpe	NYY	110	476	426	102	22	3	15	61	58	40	109	5	20	5	.239	.309	.413	.722	.313	101	1.9	-0.9	2.7	4.2	2.4	687.0
117	Matt McLain	CIN	143	616	542	127	26	2	20	72	70	61	168	8	19	4	.234	.318	.398	.715	.314	96	1.2	2.3	-2.0	4.7	2.4	184.9
118	Alec Bohm	PHI	141	609	557	150	30	2	16	72	71	40	98	5	4	1	.270	.323	.414	.737	.320	103	-1.0	-0.1	1.4	1.3	2.4	285.1
119	Lawrence Butler	ATH	136	588	530	132	28	2	22	74	77	52	152	1	21	4	.249	.315	.433	.749	.323	104	2.3	1.0	5.4	-2.7	2.3	151.6
120	Brandon Lowe	PIT	126	546	489	121	24	1	24	67	73	48	135	5	5	1	.247	.319	.447	.766	.330	110	-0.7	-2.6	5.7	-1.0	2.3	191.8
121	Evan Carter	TEX	107	462	401	97	19	3	12	61	48	50	102	7	19	6	.242	.333	.395	.728	.320	107	0.8	2.1	4.4	2.2	2.3	291.6
122	Chase Meidroth	CHW	128	553	473	118	20	1	7	62	46	64	87	9	12	4	.249	.347	.342	.690	.311	99	-0.5	2.4	-1.4	4.8	2.3	593.3
123	Jackson Holliday	BAL	104	448	389	99	20	2	12	61	52	51	99	3	12	4	.254	.343	.412	.755	.331	114	-0.2	-2.0	7.1	-0.3	2.3	143.9
124	Xavier Edwards	MIA	139	602	540	148	25	4	5	73	48	51	87	2	27	7	.274	.337	.362	.699	.309	96	2.3	0.5	-0.5	2.7	2.3	184.7
125	Carlos Narváez	BOS	107	423	373	85	18	0	11	45	45	41	112	5	3	1	.229	.311	.369	.679	.300	87	-1.0	6.8	-7.3	14.8	2.3	586.3
126	George Springer	TOR	138	595	524	134	23	2	24	76	77	60	113	6	15	3	.255	.336	.442	.779	.338	118	1.3	0.6	13.7	-12.2	2.2	97.0
127	Matt Wallner	MIN	110	476	413	101	22	3	22	66	67	48	146	11	5	2	.244	.337	.468	.806	.347	123	-1.1	-1.0	11.7	-6.4	2.2	422.6
