#	Name	Team	G	PA	AB	H	2B	3B	HR	R	RBI	BB	SO	HBP	SB	CS	AVG	OBP	SLG	OPS	wOBA	wRC+	BsR	Fld	Off	Def	WAR	ADP
492	Oswald Peraza	LAA	70	251	229	48	8	0	6	27	22	17	67	3	9	2	.211	.274	.335	.609	.269	69	0.6	0.3	-8.6	0.2	0.0	999.0
493	Cooper Kinney	TBR	3	12	11	3	1	0	0	1	1	1	3	0	0	0	.238	.284	.373	.658	.286	81	0.0	0.0	-0.3	0.0	0.0	999.0
494	Blake Hunt	SDP	4	15	14	3	1	0	0	1	1	1	4	0	0	0	.205	.259	.328	.587	.258	66	0.0	-0.1	-0.6	0.3	0.0	999.0
495	Jack Suwinski	PIT	27	100	88	18	4	0	3	11	11	10	31	1	2	1	.204	.294	.368	.662	.291	83	0.0	-0.2	-2.0	-1.1	0.0	999.0
496	Jorbit Vivas	NYY	8	26	23	5	1	0	0	3	2	2	4	1	0	0	.219	.296	.311	.607	.272	73	0.0	0.0	-0.8	0.1	0.0	999.0
497	Jorge Alfaro	KCR	6	19	18	4	1	0	0	2	2	1	7	0	0	0	.220	.261	.339	.600	.263	63	0.0	0.0	-0.9	0.4	0.0	999.0
498	Gustavo Campero	LAA	10	34	31	7	1	0	1	4	3	2	7	1	1	0	.233	.299	.364	.662	.291	84	0.1	0.0	-0.6	-0.4	0.0	999.0
499	Jonatan Clase	TOR	10	35	32	7	2	0	1	4	3	3	10	0	2	0	.216	.277	.339	.616	.271	72	0.2	0.1	-1.0	-0.1	0.0	999.0
500	Eliezer Alfonzo	LAD	3	8	8	2	0	0	0	1	1	0	1	0	0	0	.240	.284	.332	.616	.269	70	0.0	0.0	-0.3	0.2	0.0	999.0
501	Matthew Wood	MIL	2	7	6	1	0	0	0	1	1	1	1	0	0	0	.219	.291	.321	.613	.272	73	0.0	0.0	-0.2	0.1	0.0	999.0
502	Stuart Fairchild	CLE	8	25	23	5	1	0	1	3	2	2	7	0	1	0	.212	.285	.341	.626	.277	77	0.0	0.0	-0.7	-0.1	0.0	999.0
503	Samad Taylor	SDP	9	32	29	6	1	0	0	4	2	2	8	0	1	0	.220	.279	.315	.594	.264	70	0.1	0.0	-1.0	0.1	0.0	999.0
504	Jordan Walker	STL	128	508	463	105	23	1	12	53	51	36	140	5	8	2	.228	.289	.359	.648	.284	83	-0.1	0.1	-10.6	-6.2	0.0	367.5
505	Luken Baker	ARI	2	7	6	1	0	0	0	1	1	1	2	0	0	0	.212	.287	.378	.665	.290	84	0.0	0.0	-0.1	0.0	0.0	999.0
506	Brendan Rodgers	BOS	21	79	73	16	3	0	2	8	8	5	22	1	0	0	.227	.283	.342	.626	.276	70	-0.1	-0.1	-2.9	0.3	0.0	999.0
507	Denzer Guzman	LAA	11	42	38	8	2	0	1	4	4	3	13	0	1	0	.210	.268	.347	.615	.270	69	0.0	-0.1	-1.5	0.2	0.0	999.0
508	Adrian Del Castillo	ARI	66	247	224	51	12	1	8	26	31	19	70	2	1	0	.228	.293	.389	.682	.296	88	-0.3	0.5	-3.9	-4.2	0.0	999.0
509	Héctor Rodríguez	CIN	6	22	21	5	1	0	1	2	3	1	4	0	0	0	.255	.293	.402	.695	.299	86	0.0	0.0	-0.4	-0.3	0.0	999.0
510	Jonah Bride	TEX	8	28	25	5	1	0	1	3	3	3	6	0	0	0	.218	.305	.329	.634	.284	82	0.0	0.0	-0.7	-0.2	0.0	999.0
511	Emmanuel Rivera		5	15	14	3	1	0	0	1	1	1	3	0	0	0	.230	.287	.328	.614	.272	74	0.0	0.0	-0.5	0.1	0.0	999.0
512	Nick Raposo	SEA	2	7	6	1	0	0	0	1	1	0	2	0	0	0	.205	.262	.307	.570	.253	65	0.0	0.0	-0.3	0.1	0.0	999.0
513	Jonathon Long	CHC	5	18	16	4	1	0	1	2	2	2	4	0	0	0	.234	.311	.382	.694	.303	95	0.0	0.0	-0.1	-0.4	0.0	999.0
514	Esmerlyn Valdez	PIT	8	24	22	5	1	0	1	3	3	2	7	0	0	0	.228	.289	.382	.671	.293	84	0.0	0.0	-0.5	-0.3	0.0	999.0
515	Collin Price	HOU	3	10	9	2	0	0	0	1	1	1	3	0	0	0	.192	.257	.332	.589	.260	64	0.0	-0.1	-0.4	0.2	0.0	999.0
516	Jorge Barrosa	ARI	47	163	148	33	8	1	2	17	14	11	38	1	3	1	.224	.282	.329	.611	.270	70	0.0	1.8	-5.9	0.6	0.0	999.0
517	Sam Huff	BAL	4	14	13	2	0	0	0	1	1	1	5	0	0	0	.195	.253	.318	.571	.252	60	0.0	0.0	-0.7	0.3	0.0	999.0
518	Davis Wendzel	PIT	4	13	12	3	1	0	0	1	1	1	3	0	0	0	.205	.268	.320	.588	.261	62	0.0	0.0	-0.6	0.2	0.0	999.0
519	Ryan Clifford	NYM	12	49	44	9	2	0	2	5	6	5	15	1	0	0	.214	.300	.380	.680	.298	93	-0.1	0.0	-0.5	-1.1	0.0	999.0
520	Tomás Nido	DET	5	19	18	4	1	0	0	2	2	1	5	0	0	0	.216	.256	.306	.562	.247	55	0.0	0.0	-1.1	0.4	0.0	999.0
521	Dom Nuñez	CLE	3	9	8	1	0	0	0	1	1	1	3	0	0	0	.170	.256	.287	.542	.245	54	0.0	0.0	-0.5	0.2	0.0	999.0
522	Tanner Murray	CHW	18	73	68	16	4	0	1	7	7	3	17	1	0	0	.230	.270	.345	.614	.269	69	-0.1	0.0	-2.7	0.2	0.0	999.0
523	Kristian Robinson	ARI	5	20	18	4	1	0	0	2	2	2	7	0	1	0	.215	.288	.344	.632	.279	76	0.0	0.0	-0.6	-0.1	0.0	999.0
524	Brett Sullivan	COL	5	15	14	3	1	0	0	1	1	1	3	0	0	0	.219	.268	.325	.593	.260	50	0.0	0.1	-0.9	0.4	0.0	999.0
525	Tsung-Che Cheng	BOS	10	29	26	5	1	0	0	3	2	2	7	0	1	0	.212	.276	.304	.580	.259	63	0.0	0.0	-1.3	0.3	0.0	999.0
526	Brandon Lockridge	MIL	20	65	60	14	3	0	1	7	5	4	17	1	3	1	.231	.285	.314	.600	.266	69	0.2	0.5	-2.2	0.0	0.0	999.0
527	Hayden Senger	NYM	5	18	16	3	1	0	0	2	1	1	5	0	0	0	.199	.250	.296	.545	.242	55	0.0	0.0	-1.0	0.4	0.0	999.0
528	Dylan Carlson	CHC	23	83	73	16	3	0	2	9	8	8	19	1	1	0	.223	.304	.343	.647	.288	85	-0.1	-0.1	-1.6	-1.2	0.0	999.0
529	Steward Berroa	MIL	7	19	17	3	1	0	0	2	1	2	6	0	1	0	.200	.271	.298	.569	.255	61	0.1	0.1	-0.8	0.2	0.0	999.0
530	Jared Young	NYM	12	37	34	7	2	0	1	4	4	3	10	0	0	0	.218	.288	.363	.651	.286	85	0.0	0.0	-0.7	-0.5	0.0	999.0
531	Jose Rojas	NYM	2	6	6	1	0	0	0	1	1	0	2	0	0	0	.195	.258	.341	.599	.262	69	0.0	0.0	-0.2	0.0	0.0	999.0
532	Tim Anderson		14	51	48	12	2	0	0	5	4	2	13	0	1	0	.245	.282	.308	.590	.262	64	0.0	0.0	-2.2	0.4	0.0	999.0
533	Randal Grichuk		65	237	219	51	11	1	8	25	29	14	50	2	1	0	.235	.287	.401	.688	.298	89	-0.3	-0.7	-3.3	-4.8	0.0	999.0
534	Tyler Fitzgerald	SFG	24	93	85	19	4	0	2	10	8	5	29	1	2	1	.217	.271	.348	.619	.272	74	0.1	0.1	-2.8	-0.3	0.0	999.0
535	Billy Cook	PIT	7	22	21	4	1	0	0	2	2	1	6	0	1	0	.212	.268	.334	.603	.264	65	0.0	0.0	-0.9	0.1	0.0	999.0
536	Ryan Fitzgerald	LAD	5	12	11	2	0	0	0	1	1	1	3	0	0	0	.204	.268	.337	.605	.266	68	0.0	0.0	-0.5	0.0	0.0	999.0
