i#	Name	Team	GS	G	IP	W	L	QS	SV	HLD	H	ER	HR	SO	BB	WHIP	K/9	BB/9	ERA	FIP	WAR	RA9-WAR	ADP
1763	Michael Gomez		1	30	44.1	2	3		0	0	44	25	5	32	23	1.51	6.50	4.67	5.08	5.26	-0.4	-0.4	999.0
1764	Jose Geraldo	SEA	0	32	41.0	2	3		0	0	41	23	6	33	20	1.49	7.24	4.39	5.05	5.11	-0.4	-0.6	999.0
1765	Zach Jacobs	CLE	3	34	61.1	3	4		0	0	62	34	10	46	26	1.44	6.75	3.82	4.99	5.27	-0.4	-0.4	999.0
1766	Jaden Woods	PIT	0	39	59.0	3	6		0	0	60	32	8	49	28	1.49	7.47	4.27	4.88	5.02	-0.4	-0.3	999.0
1767	Holden Powell	WSN	0	43	45.2	3	4		0	0	46	27	6	37	26	1.58	7.29	5.12	5.32	5.26	-0.4	-0.5	999.0
1768	Ryan Cardona	CIN	18	22	84.2	3	7		0	0	93	60	15	54	48	1.66	5.74	5.10	6.38	6.07	-0.4	-0.8	999.0
1769	Sam Whiting	SDP	10	19	54.2	2	3		0	0	59	36	9	35	30	1.63	5.76	4.94	5.92	5.86	-0.4	-0.7	999.0
1770	Shawn Rapp		0	24	30.0	1	2		0	0	30	18	4	21	17	1.57	6.30	5.10	5.40	5.67	-0.4	-0.4	999.0
1771	Bryce McGowan	COL	0	43	46.1	1	2		0	0	51	28	7	35	27	1.68	6.80	5.25	5.44	5.53	-0.4	-0.2	999.0
1772	Gil Luna		0	32	33.1	2	3		0	0	31	22	4	30	27	1.74	8.11	7.30	5.95	5.78	-0.4	-0.7	999.0
1773	Brooks Crawford		0	27	45.2	2	4		0	0	50	30	8	33	22	1.58	6.50	4.33	5.91	5.54	-0.4	-0.6	999.0
1774	Dan Hammer		2	27	40.2	2	4		0	0	42	26	6	32	28	1.72	7.08	6.19	5.75	5.76	-0.4	-0.6	999.0
1775	Adonis Medina		5	32	56.2	3	4		0	0	63	36	9	40	28	1.60	6.35	4.44	5.71	5.64	-0.4	-0.6	999.0
1776	Tyler Vogel	SFG	0	36	52.1	4	5		0	0	55	28	7	40	25	1.53	6.88	4.30	4.82	4.95	-0.5	-0.3	999.0
1777	Kyle Bischoff	MIN	0	33	41.0	2	4		0	0	40	24	6	36	24	1.56	7.90	5.27	5.27	5.40	-0.5	-0.5	999.0
1778	Alfred Morillo	ARI	0	41	52.0	2	3		0	0	51	27	6	42	28	1.52	7.27	4.85	4.67	4.98	-0.5	-0.1	999.0
1779	Landon Sims	ARI	1	43	48.2	2	3		0	0	49	26	7	42	27	1.56	7.76	4.99	4.80	5.13	-0.5	-0.2	999.0
1780	Luarbert Arias		1	32	46.2	2	4		0	0	49	27	7	34	22	1.52	6.55	4.24	5.20	5.30	-0.5	-0.3	999.0
1781	Matt Merrill		1	22	29.0	1	3		0	0	28	18	5	28	22	1.72	8.69	6.83	5.59	6.03	-0.5	-0.4	999.0
1782	Jacob Wosinski	MIN	1	36	50.2	3	6		0	0	56	31	8	35	22	1.54	6.21	3.91	5.50	5.34	-0.5	-0.7	999.0
1783	Gabe Bierman	MIA	3	30	60.1	3	4		0	0	64	35	9	44	30	1.56	6.57	4.48	5.22	5.41	-0.5	-0.3	999.0
1784	Keyshawn Askew	TBR	3	32	50.1	2	4		0	0	48	31	6	40	33	1.61	7.16	5.90	5.55	5.66	-0.5	-0.6	999.0
1785	Tyler Myrick	SFG	0	39	51.0	2	4		0	0	57	28	7	31	19	1.49	5.47	3.35	4.94	5.00	-0.5	-0.4	999.0
1786	Landon Tomkins	PIT	0	42	48.0	3	6		0	0	51	27	6	32	22	1.52	6.00	4.13	5.06	5.24	-0.5	-0.3	999.0
1787	Anderson Bido		1	35	55.2	1	3		0	0	62	33	8	30	22	1.51	4.85	3.55	5.33	5.27	-0.5	-0.7	999.0
1788	Ryan Sublette	LAD	1	36	48.1	3	6		0	0	47	31	7	44	32	1.64	8.20	5.96	5.78	5.56	-0.5	-0.8	999.0
1789	Connor Staine	COL	20	21	84.1	3	7		0	0	99	60	17	51	40	1.65	5.44	4.27	6.41	6.18	-0.5	-0.4	999.0
1790	Kevin Kopps	SDP	1	40	54.0	2	4		0	0	55	31	7	41	30	1.57	6.83	5.00	5.17	5.25	-0.5	-0.6	999.0
1791	William Kempner	MIA	1	42	56.1	3	6		0	0	53	32	8	52	32	1.51	8.31	5.12	5.12	5.27	-0.5	-0.4	999.0
1792	Jaydenn Estanista	PHI	0	33	39.0	1	2		0	0	39	26	6	34	27	1.69	7.85	6.23	6.00	5.62	-0.5	-0.7	999.0
1793	Jake Rice	ARI	0	41	49.0	2	2		0	0	48	26	6	42	29	1.57	7.71	5.33	4.78	5.09	-0.5	-0.2	999.0
1794	Jorge Juan	BOS	0	29	35.2	2	4		0	0	34	22	5	32	23	1.60	8.07	5.80	5.55	5.68	-0.5	-0.5	999.0
1795	Ricky DeVito		1	26	36.0	1	2		0	0	33	23	4	32	28	1.69	8.00	7.00	5.75	5.80	-0.5	-0.5	999.0
1796	Jhosmer Alvarez		0	27	37.2	2	4		0	0	39	21	5	26	21	1.59	6.21	5.01	5.01	5.39	-0.5	-0.3	999.0
1797	Ethan Routzahn	SDP	0	40	49.2	3	5		0	0	53	29	7	32	22	1.51	5.79	3.98	5.25	5.25	-0.5	-0.6	999.0
1798	Austin Amaral	WSN	0	35	52.1	3	5		0	0	57	32	8	35	24	1.55	6.02	4.13	5.51	5.28	-0.5	-0.7	999.0
1799	Adam Tulloch	CLE	4	29	55.0	2	2		0	0	57	32	8	43	33	1.64	7.04	5.40	5.24	5.59	-0.5	-0.5	999.0
1800	Tommy Mace	CLE	19	25	96.2	5	8		0	0	106	57	15	61	53	1.64	5.68	4.93	5.31	5.72	-0.5	-0.4	999.0
1801	Alonzo Richardson	CLE	5	23	69.2	2	2		0	0	79	42	10	36	35	1.64	4.65	4.52	5.42	5.56	-0.5	-0.5	999.0
1802	Chance Huff	WSN	4	35	57.1	3	5		0	0	65	36	9	35	29	1.64	5.50	4.55	5.65	5.58	-0.5	-0.6	999.0
1803	Manuel Mercedes	SFG	16	26	85.1	5	10		0	0	98	53	11	42	41	1.63	4.43	4.33	5.59	5.55	-0.5	-0.5	999.0
1804	Beck Way	KCR	5	37	66.2	3	7		0	0	68	41	8	45	38	1.59	6.07	5.13	5.53	5.50	-0.5	-0.5	999.0
1805	Andrew Dalquist	SDP	6	35	55.1	3	6		0	0	56	33	9	43	34	1.63	7.00	5.53	5.37	5.65	-0.5	-0.5	999.0
1806	Luke Young	WSN	6	34	62.2	2	5		0	0	71	41	11	39	25	1.53	5.60	3.59	5.89	5.66	-0.5	-0.7	999.0
1807	Casey Kelly		18	21	103.1	4	6		0	0	125	60	17	53	37	1.57	4.62	3.22	5.23	5.50	-0.5	0.1	999.0
1808	Roman Phansalkar	LAA	0	30	38.1	1	2		0	0	40	25	6	29	22	1.62	6.81	5.17	5.87	5.77	-0.5	-0.7	999.0
1809	Nathanael Heredia		0	31	38.1	1	2		0	0	38	22	5	30	24	1.62	7.05	5.64	5.17	5.54	-0.5	-0.4	999.0
1810	Christian Suarez	LAD	0	40	54.1	3	4		0	0	55	33	8	46	36	1.68	7.62	5.97	5.47	5.46	-0.5	-0.7	999.0
1811	Carlos Romero		0	36	47.2	2	3		0	0	50	28	7	37	26	1.59	6.98	4.91	5.28	5.44	-0.6	-0.5	999.0
1812	Jack Jasiak	CLE	0	34	61.1	4	5		0	0	66	34	10	45	23	1.45	6.61	3.38	4.99	5.16	-0.6	-0.6	999.0
1813	Jonny Cuevas	TBR	2	30	53.0	2	5		0	0	59	33	9	31	26	1.60	5.26	4.42	5.60	5.70	-0.6	-0.7	999.0
1814	Pedro Santos		1	37	37.0	1	2		0	0	36	23	6	34	29	1.76	8.27	7.05	5.59	6.00	-0.6	-0.5	999.0
1815	Wyatt Olds	BOS	4	35	67.2	4	6		0	0	64	40	9	59	41	1.55	7.84	5.45	5.32	5.56	-0.6	-0.4	999.0
1816	Tyler Bradt	STL	2	34	53.0	2	4		0	0	53	31	8	43	31	1.58	7.30	5.26	5.26	5.46	-0.6	-0.5	999.0
1817	Ian Villers	SFG	0	34	50.1	2	4		0	0	55	28	7	31	21	1.51	5.55	3.76	5.01	5.20	-0.6	-0.4	999.0
1818	Helcris Olivárez	KCR	3	29	37.1	1	1		0	0	32	23	5	38	30	1.66	9.17	7.24	5.55	6.14	-0.6	-0.4	999.0
1819	Leonardo Taveras		2	31	46.2	2	4		0	0	47	28	7	40	30	1.65	7.71	5.78	5.40	5.62	-0.6	-0.5	999.0
1820	Carson Rudd		3	25	48.1	1	3		0	0	53	34	9	33	29	1.70	6.15	5.40	6.34	6.18	-0.6	-0.8	999.0
1821	Zach Barnes		0	28	37.1	2	3		0	0	41	22	5	24	21	1.66	5.79	5.07	5.31	5.60	-0.6	-0.4	999.0
1822	Endrys Briceno		0	24	36.2	1	1		0	0	41	25	6	26	21	1.69	6.38	5.15	6.13	5.97	-0.6	-0.8	999.0
1823	Kelvin Bautista		0	38	44.1	3	4		0	0	46	28	6	34	31	1.74	6.91	6.30	5.69	5.80	-0.6	-0.7	999.0
1824	Cole Hillier	SFG	0	31	58.1	4	5		0	0	62	33	8	42	29	1.56	6.48	4.48	5.09	5.12	-0.6	-0.6	999.0
1825	Tyler Guilfoil	HOU	5	35	74.1	3	5		0	0	73	44	12	63	41	1.53	7.63	4.97	5.33	5.56	-0.6	-0.7	999.0
1826	Railin Perez	HOU	0	38	56.2	4	5		0	0	53	32	8	51	34	1.53	8.10	5.40	5.08	5.39	-0.6	-0.6	999.0
1827	Arij Fransen		3	26	55.1	2	5		0	0	62	40	10	35	30	1.66	5.70	4.88	6.51	6.12	-0.6	-0.9	999.0
1828	Natanael Garabitos		0	32	34.1	1	4		0	0	36	23	5	24	25	1.78	6.30	6.56	6.03	6.17	-0.7	-0.7	999.0
1829	Jorge Benitez		0	34	42.1	2	3		0	0	41	29	6	35	30	1.68	7.45	6.38	6.17	6.02	-0.7	-0.9	999.0
1830	Eli Saul	ARI	1	50	56.0	3	4		0	0	59	30	7	38	30	1.59	6.11	4.82	4.82	5.39	-0.7	-0.2	999.0
1831	Marlin Willis		0	23	30.2	1	3		0	0	30	22	5	27	26	1.82	7.92	7.62	6.45	6.52	-0.7	-0.8	999.0
1832	Samuel Vasquez	MIA	0	39	44.2	2	4		0	0	49	28	7	31	29	1.74	6.24	5.84	5.64	5.86	-0.7	-0.6	999.0
1833	Koyo Aoyagi		5	19	27.1	1	2		0	0	29	24	4	18	30	2.16	5.93	9.89	7.91	7.68	-0.8	-0.9	999.0
1834	Jake Smith	MIA	1	33	46.0	2	4		0	0	47	30	6	36	36	1.80	7.04	7.04	5.87	6.00	-0.8	-0.7	999.0
1835	Livan Reinoso	MIA	0	34	45.1	1	3		0	0	46	29	6	34	33	1.74	6.75	6.56	5.76	5.94	-0.8	-0.7	999.0
1836	Nate Savino	ARI	3	31	61.0	2	3		0	0	64	36	8	40	37	1.66	5.90	5.46	5.31	5.69	-0.8	-0.4	999.0
1837	Lucas Sims	CHW	0	47	42.1	2	4		0	1	38	30	7	41	31	1.63	8.72	6.60	6.38	6.11	-0.8	-0.9	999.0
1838	Edwin Nuñez	STL	5	32	51.2	3	5		0	0	52	33	8	38	32	1.62	6.62	5.57	5.74	6.11	-0.8	-0.7	999.0
