,Name,HR,HR,R,R,RBI,RBI,SB,SB,OBP,OBP,HR_sharpe,HR,HR,R_sharpe,R,R,RBI_sharpe,RBI,RBI,SB_sharpe,SB,SB,OBP_sharpe,OBP,OBP,Total_sharpe,POS,Salary
,,mean,std,mean,std,mean,std,mean,std,mean,std,,low,high,,low,high,,low,high,,low,high,,low,high,,,
136,Jordan Westburg,17.0,0.9258200997725512,56.625,5.18066460160139,55.625,5.289815011618352,4.25,0.46291004988627593,0.31475,0.0029154759474226623,14.041604846550367,14.222539700682347,19.777460299317653,7.177328816430172,41.08300619519583,72.16699380480418,7.0497109227374954,39.75555496514494,71.49444503485506,-1.0801234497346428,2.861269850341172,5.638730149658828,2.3152308994238524,0.306003572157732,0.32349642784226795,29.503752035407246,2B/3B/DH,5.191071014629263
152,Isaac Paredes,20.0,2.070196678027063,60.375,2.8753881725529067,63.875,5.718079098038832,0.75,0.4629100498862757,0.342375,0.005316752499680327,7.728734264634365,13.78940996591881,26.21059003408119,14.235759096480816,51.74883548234128,69.00116451765872,7.964504492826342,46.7207627058835,81.0292372941165,-8.640987597877148,-0.6387301496588271,2.1387301496588274,6.465412862845658,0.326424742500959,0.358325257499041,27.75342311891003,3B,12.010164868683566
153,Addison Barger,18.0,1.0690449676496974,58.75,4.13175853256559,65.75,7.648529270389178,4.0,0.5345224838248488,0.31074999999999997,0.00811964108988638,13.095800853708797,14.792865097050907,21.207134902949093,9.513705368673886,46.35472440230323,71.14527559769677,6.199448938534818,42.804412188832465,88.69558781116754,-1.403121520040228,2.3964325485254534,5.603567451474547,0.33868492086741436,0.2863910767303408,0.33510892326965913,27.74451856174469,3B/OF,6.072967301196044
158,Mark Vientos,19.125,1.5526475085202978,51.5,3.1167748898959196,61.25,6.22781777878209,1.0,0.0,0.3035,0.00826351706513118,9.741425479382896,14.467057474439107,23.78294252556089,10.285739094363642,42.14967533031224,60.85032466968776,6.891124337786813,42.566546663653725,79.93345333634628,1.0,1.0,1.0,-0.5445623170536247,0.27870944880460646,0.3282905511953935,27.373726594479727,3B/DH,5.272525585495615
159,Austin Riley,28.875,2.587745847533829,83.375,6.06953752062591,88.75,8.581541653039803,2.375,0.5175491695067657,0.3265,0.005182387756347724,9.612613241638993,21.111762457398513,36.63823754260149,10.533476910896564,65.16638743812227,101.58361256187773,8.205596326823546,63.005375040880594,114.4946249591194,-4.588935969626656,0.8223524914797031,3.927647508520297,3.569783055569321,0.31095283673095686,0.34204716326904316,27.33253356530177,3B,21.101213346609285
171,Sal Stewart,18.125,1.5526475085202975,62.375,8.175529690135416,67.25,7.629828681843763,8.0,2.390457218668787,0.32925000000000004,0.005092010548749042,9.097364290663366,13.467057474439107,22.78294252556089,5.251443632470285,37.848410929593754,86.90158907040625,6.411240501778327,44.360513954468715,90.13948604553129,1.359572543117873,0.828628343993639,15.171371656006361,4.173204237611124,0.3139739683537529,0.3445260316462472,26.292825205640977,1B/3B,6.819866643683264
172,Ke'Bryan Hayes,9.125,0.83452296039628,52.75,3.693623849670827,48.75,4.399675312695569,11.0,1.0690449676496976,0.29925,0.0041317585325656115,6.141233067531601,6.621431118811159,11.62856888118884,9.017792468581176,41.669128450987515,63.830871549012485,6.913388944610812,35.550974061913294,61.949025938086706,5.846339666834283,7.792865097050907,14.207134902949093,-2.1177423440974117,0.2868547244023032,0.31164527559769684,25.801011803460458,3B,1.0
175,Kazuma Okamoto,22.285714285714285,4.309458036856673,63.714285714285715,3.039423504234848,69.85714285714286,7.819389819088,3.2857142857142856,3.093772546815388,0.3152857142857143,0.013828886261666009,4.243158682443494,9.357340175144266,35.2140883962843,14.56612380141622,54.59601520158117,72.83255622699026,6.58923659209753,46.39897339987886,93.31531231440687,-0.4733010239531004,-5.995603354731879,12.56703192616045,0.5268475094708424,0.27379905550071626,0.3567723730707123,25.452065561474985,3B,12.510180112499873
188,Nolan Gorman,21.375,1.7677669529663689,56.25,4.713203338949606,63.875,5.166858675387646,3.625,0.5175491695067657,0.296375,0.006968039281503181,9.82878425849301,16.071699141100893,26.678300858899107,7.809621331028033,42.11038998315118,70.38961001684882,8.814188567534197,48.37442397383706,79.37557602616293,-2.173706511928416,2.072352491479703,5.177647508520296,-1.6683315822944373,0.2754708821554905,0.3172791178445095,22.610556062832384,2B/3B/DH,3.856013566906348
193,Nolan Arenado,15.75,1.58113883008419,60.125,4.323936698360485,71.25,6.386369413502031,3.0,0.5345224838248489,0.308,0.005503245795502365,7.43135250139569,11.00658350974743,20.49341649025257,9.408864229848547,47.15318990491855,73.09681009508145,8.285876253069626,52.09089175949391,90.4091082405061,-3.273950213427198,1.3964325485254534,4.603567451474547,0.0,0.2914902626134929,0.32450973738650707,21.852142770886665,3B,5.645804259977719
